tag,summary,url,_collected_at,_news_id
华尔街原声,知名投资人比尔·米勒（Bill Miller）认为，高估值的科技巨头面临巨大的不确定性，市场增长动力可能会向更广泛的行业扩散,https://database.caixin.com/2026-02-10/102413322.html?cxapp_link=true,2026-02-11 07:01:37.168961,05f221a126c6f9c22b5a81c26036487f
市场动态,随着越来越多全球投资者对亚洲最大市场产生兴趣，量化对冲基金巨头Qube Research & Technologies旗下中国纯做多股票基金的资产规模过去一年增长了10倍以上,https://database.caixin.com/2026-02-10/102413309.html?cxapp_link=true,2026-02-11 07:01:37.168961,79d1468c58e4f65ab9d516f464372936
市场动态,,https://database.caixin.com/2026-02-10/102413307.html?cxapp_link=true,2026-02-11 07:01:37.168961,91fa557d6e56cd1c9f3be5c7f3a0c804
市场动态,基金经理们表示，尽管韩国股市已经涨了1.7万亿美元，但其相对于同类市场的长期折价仍未消失，企业盈利的增长状况支持这一傲视全球的涨势延续下去,https://database.caixin.com/2026-02-10/102413304.html?cxapp_link=true,2026-02-11 07:01:37.168961,f2a97eeb0cb6511f4238517b88eafe51
市场动态,台积电1月份营收创下数月以来最快增速，显示人工智能(AI)泡沫担忧犹存之际全球AI支出依然强劲,https://database.caixin.com/2026-02-10/102413302.html?cxapp_link=true,2026-02-11 07:01:37.168961,97be59bc5d680a59ee64a196a0906d3b
今日热点,春节档临近，影视板块集体爆发,https://database.caixin.com/2026-02-10/102413267.html?cxapp_link=true,2026-02-11 07:01:37.168961,efc5154d83814684b50f98278e8eac84
市场动态,在全球贸易活动保持韧性之际，新加坡预测今年其经济增长速度将超过预期,https://database.caixin.com/2026-02-10/102413153.html?cxapp_link=true,2026-02-11 07:01:37.168961,a4caa1faa9abd2c43e6452a3e6cfc78a
市场动态,中国自动驾驶初创公司小马智行与丰田汽车合作，推动自动驾驶大规模商业化运营,https://database.caixin.com/2026-02-10/102413151.html?cxapp_link=true,2026-02-11 07:01:37.168961,111428f2ceceead105fac53997f3031a
市场动态,黄金价格在连续上涨两日后回落，因投资者在震荡市场中获利了结。此前黄金遭遇历史性暴跌，市场仍在试图寻找底部,https://database.caixin.com/2026-02-10/102413149.html?cxapp_link=true,2026-02-11 07:01:37.168961,f22a0566d067d3cb62049b525b9d5270
市场动态,在过去几个月里，存储芯片价格暴涨，在股市赢家和输家之间划出一道巨大鸿沟，而且这种趋势目前还看不到任何结束的迹象,https://database.caixin.com/2026-02-10/102413141.html?cxapp_link=true,2026-02-11 07:01:37.168961,10ac62cd668ebfe80362dd03f3f2a3bb
权益周观察,此轮剧烈调整主要源于前期获利盘回吐、外部市场扰动以及节前资金避险情绪升温等多重因素叠加,https://database.caixin.com/2026-02-10/102413124.html?cxapp_link=true,2026-02-11 07:01:37.168961,34e351f3d50e996cc68b639cee8741a6
市场动态,这家谷歌母公司周一发行了其史上最大规模的美元债，筹资200亿美元，远高于最初预计的150亿美元，吸引逾1000亿美元认购,https://database.caixin.com/2026-02-10/102413120.html?cxapp_link=true,2026-02-11 07:01:37.168961,6376718f68b951e2dd0750d4ee4d074a
市场动态,沃勒周一在加利福尼亚州La Jolla出席Global Interdependence Center主办的一场会议时表示：“随着现任政府上台，加密货币世界里出现了一些狂热情绪，其中一部分正在逐渐消退。”,https://database.caixin.com/2026-02-10/102413118.html?cxapp_link=true,2026-02-11 07:01:37.168961,a36ad8e0f861aa779c2da4ead1575b4b
华尔街原声,此前因美国联邦政府部分停摆而推迟发布的美国1月非农就业报告定于2月11日出炉，这一数据将为美国劳动力市场的运行状况提供关键参考,https://database.caixin.com/2026-02-09/102413013.html?cxapp_link=true,2026-02-11 07:01:37.168961,5abee9d8ccf8f8d93ff79a228784e7ae
市场动态,部分策略师和经济学家表示，泰国执政党泰自豪党在周日的选举中取得令人信服的胜利，应该会提振该国股市和货币，有望带来的政策延续性让那些担心政治进一步失灵的投资者松了一口气,https://database.caixin.com/2026-02-09/102413009.html?cxapp_link=true,2026-02-11 07:01:37.168961,00cdfa43e9590852a2e01ed40c0b1e7c
市场动态,高盛集团交易部门称，在上周五反弹且几乎完全逆转周中的大幅下跌之后，美国股市本周将面临来自趋势跟踪算法基金的更多抛盘,https://database.caixin.com/2026-02-09/102413007.html?cxapp_link=true,2026-02-11 07:01:37.168961,9c6e296094177f1686e74ee0e560bce1
市场动态,随着英国首相斯塔默的执政前景充满不确定性，对冲基金押注英镑进一步走弱,https://database.caixin.com/2026-02-09/102413003.html?cxapp_link=true,2026-02-11 07:01:37.168961,d124a61db103b264c85fa92a7179eed3
今日热点,光伏设备强势爆发，CPO概念盘间活跃,https://database.caixin.com/2026-02-09/102412895.html?cxapp_link=true,2026-02-11 07:01:37.168961,93750bc0920ff92ed17cc6a1242d6466
市场动态,贵金属市场经历了异常波动的一周后，逢低买盘重返市场，黄金价格涨至每盎司5000美元上方,https://database.caixin.com/2026-02-09/102412878.html?cxapp_link=true,2026-02-11 07:01:37.168961,97762404c62bb0c1246a8f42f2ef2026
市场动态,日本首相高市早苗取得历史性选举胜利，将成为该国战后时代最强势的领导人。这一结果推动日本股市和债券收益率飙升,https://database.caixin.com/2026-02-09/102412876.html?cxapp_link=true,2026-02-11 07:01:37.168961,f905c13191c6d7a662d70ef9f867ccdd
市场动态,黄仁勋表示，他并不担心科技行业会增加过多产能。他说，与互联网第一次建设浪潮不同，如今并没有基础设施被闲置    ,https://database.caixin.com/2026-02-09/102412860.html?cxapp_link=true,2026-02-11 07:01:37.168961,ff195008be2fd12b568f85ba281aed03
市场动态,根据周六公布的数据，中国人民银行持有的黄金储备上月增加了4万盎司。该央行当前一轮黄金增持行动始于2024年11月,https://database.caixin.com/2026-02-09/102412859.html?cxapp_link=true,2026-02-11 07:01:37.168961,25b05d47b182c7ed8f918deb01b49f99
市场动态,由Michael Hartnett领导的团队表示，美国总统唐纳德·特朗普为压低能源、医疗、信贷、住房和电力价格而采取的“激进干预”措施，正对能源巨头、制药商、银行以及大型科技公司在内的行业板块造成压力,https://database.caixin.com/2026-02-09/102412857.html?cxapp_link=true,2026-02-11 07:01:37.168961,946edaf87dc975fe77be3b83f0f364b5
商圈,作为特朗普政府移民驱逐行动的重要推手，这位年轻的白宫副幕僚长深刻影响了特朗普的执政风格。经过明尼苏达一役，其一路平步青云的政治前途是否会出现转折？,https://database.caixin.com/2026-02-09/102412809.html?cxapp_link=true,2026-02-11 07:01:37.168961,7237bc13b2c4b5722b9312808e41a733
地产观察,二手房的活跃表现仍呈现较明显的结构化与一定季节性特征，难言市场已止跌回稳,https://database.caixin.com/2026-02-09/102412801.html?cxapp_link=true,2026-02-11 07:01:37.168961,4d17cb0cd33db5420fcd116af88dd47b
大宗经纬,临近春节，市场钨矿流通量或仍处于收紧状态，而下游硬质合金及终端制造行业正处于季节性补库周期，供需错配格局凸显,https://database.caixin.com/2026-02-08/102412717.html?cxapp_link=true,2026-02-11 07:01:37.168961,33282ecbf5fdf480cf04c8593451eb73
周刊提前读,【本文系数据通用户提前专享】国产化妆品市场份额不断提高，40家公司排队上市，消费者习惯、国货认知均天翻地覆,https://database.caixin.com/2026-02-07/102412528.html?cxapp_link=true,2026-02-11 07:01:37.168961,7bea49cc214d1fc7b656197c4755a70a
周刊提前读,【本文系数据通用户提前专享】在如火如荼的大模型时代，年届半百的苹果不追算力、不投基建，智能助手频频落后，却坐拥生态、硬件两大优势，后发AI的“窗口”还有多大？,https://database.caixin.com/2026-02-07/102412526.html?cxapp_link=true,2026-02-11 07:01:37.168961,df8451a0d44eee625850dbbdd8a175dc
周刊提前读,【本文系数据通用户提前专享】如果主要潮流和驱动能量来源均未减弱，或许未来会看到更为疯狂的行情在不同市场间陆续上演,https://database.caixin.com/2026-02-07/102412522.html?cxapp_link=true,2026-02-11 07:01:37.168961,2d38ec6722f14a3f6d8f3366756cd72a
周刊提前读,【本文系数据通用户提前专享】泡沫化之后的去杠杆，是对前期过度乐观情绪的盘整；支撑金银的中长期逻辑依然成立,https://database.caixin.com/2026-02-07/102412506.html?cxapp_link=true,2026-02-11 07:01:37.168961,98f6ad480a8b6b3a4950de0395fbaa2c
周刊提前读,【本文系数据通用户提前专享】北交所的火热打新，带来了一个困难的选择题,https://database.caixin.com/2026-02-07/102412510.html?cxapp_link=true,2026-02-11 07:01:37.168961,5208a67e37b1fc6f47570f13d05710e9
周刊提前读,【本文系数据通用户提前专享】在人民币国际化的进程中，“点心”有望变“主菜”,https://database.caixin.com/2026-02-07/102412509.html?cxapp_link=true,2026-02-11 07:01:37.168961,314cd3fb9144611a891b3c986f5d311a
周刊提前读,【本文系数据通用户提前专享】在一个大规模的社交空间，人类首次被系统性地排除在组织和参与机制之外，任由AI主导的场域会是什么模样？,https://database.caixin.com/2026-02-07/102412512.html?cxapp_link=true,2026-02-11 07:01:37.168961,516a86ae24e6b31b306aea70e3bb7cc7
周刊提前读,【本文系数据通用户提前专享】这起源于特朗普强硬移民政策而爆发的美国内政危机，已经成为其民调失分、政党阵营分化的直接导火索,https://database.caixin.com/2026-02-07/102412508.html?cxapp_link=true,2026-02-11 07:01:37.168961,db737da5036c41b6a043af2800254e3f
周刊提前读,【本文系数据通用户提前专享】从沃什与财长贝森特高度一致的观点来看，美联储超过半个世纪的独立性可能要画上句号,https://database.caixin.com/2026-02-07/102412507.html?cxapp_link=true,2026-02-11 07:01:37.168961,12dcfc6b1b028c8f1782de96bb619650
CCI快报,配置需求承压，悲观情绪驱动，银价大幅下行,https://database.caixin.com/2026-02-06/102412360.html?cxapp_link=true,2026-02-11 07:01:37.168961,42d77640ea0f85f5e3458c6b2a97131b
华尔街原声,投资银行Jefferies分析师Brent Thill对就业市场表达了忧虑，认为AI对劳动力市场的冲击正逐渐显现,https://database.caixin.com/2026-02-06/102412194.html?cxapp_link=true,2026-02-11 07:01:37.168961,fee53fce5578dbc0ab2cb15ae67fe16b
市场动态,通过华尔街认可的基金，许多散户投资者涌入了特朗普政府许诺的加密货币天堂，如今却在领教市场的雷霆之力,https://database.caixin.com/2026-02-06/102412130.html?cxapp_link=true,2026-02-11 07:01:37.168961,9bcb5a9ba5850cf9543816966630fcdf
市场动态,这是该公司重新评估其如何切入蓬勃发展的健康服务市场策略的一部分,https://database.caixin.com/2026-02-06/102412128.html?cxapp_link=true,2026-02-11 07:01:37.168961,0140de4cc7679431349493a5848fff03
市场动态,根据美国四大科技公司的最新预测，2026年合计资本支出将达到约6500亿美元,https://database.caixin.com/2026-02-06/102412126.html?cxapp_link=true,2026-02-11 07:01:37.168961,bd60f90c29559c8ff378eb2eaece7805
今日热点,股指早盘低开高走，化工股领涨，石油石化行业盘中快速拉高，有色金属板块回暖，白酒股结束连涨行情，拖累大消费板块下挫,https://database.caixin.com/2026-02-06/102412092.html?cxapp_link=true,2026-02-11 07:01:37.168961,f79843d6819e0523a6a9e2e2117c46be
市场动态,由于降息以及对持续通胀和财政赤字的担忧，美国国债收益率曲线接近四年多来最陡峭的水平,https://database.caixin.com/2026-02-06/102412032.html?cxapp_link=true,2026-02-11 07:01:37.168961,d469633e29340b1005c7b3fc34e45515
市场动态,银价继周四暴跌20%后保持跌势，流动性不足导致价格剧烈波动，仍在寻底过程中,https://database.caixin.com/2026-02-06/102412030.html?cxapp_link=true,2026-02-11 07:01:37.168961,8639126def765a13892a7465425bd74b
市场动态,周五亚洲市场早盘，比特币一度跌4.8%至60033美元，延续大跌走势，创出2024年10月以来最低,https://database.caixin.com/2026-02-06/102412026.html?cxapp_link=true,2026-02-11 07:01:37.168961,99a0de0f9a67aa8d27b8d0d57df5af97
市场动态,“世界秩序的变化和通货膨胀仍然是两大驱动因素。”品浩(Pimco)大宗商品投资组合管理团队负责人Greg Sharenow在接受采访时表示,https://database.caixin.com/2026-02-06/102412017.html?cxapp_link=true,2026-02-11 07:01:37.168961,bdee12d43c96a68fa629de9ae2e1440d
市场动态,“出于多种原因，这些海外市场已被证明难以攻克，而组织和运营复杂性使公司资源吃紧，推高了成本结构，拖慢了发展速度，”Gemini联合创始人Tyler Winklevoss和Cameron Winklevoss在博客文章中表示,https://database.caixin.com/2026-02-06/102412014.html?cxapp_link=true,2026-02-11 07:01:37.168961,ae1a3e337c4e0176ea2a6b081baf9c42
市场动态,人们也重新关注到一些日益增长的风险：人工智能热潮将颠覆哪些公司；如果凯文·沃什确认担任美联储主席，美联储的政策走向将如何；以及估值过高——例如黄金、比特币，甚至是Alphabet等科技巨头，从长远来看可能无法持续,https://database.caixin.com/2026-02-06/102412011.html?cxapp_link=true,2026-02-11 07:01:37.168961,7703a5d5b49d14783d856cc9f7f9d36e
市场洞察,贝莱德认为，中国制造的电力设备，无论新能源还是传统能源，在全世界都具备极强的竞争力,https://database.caixin.com/2026-02-06/102412004.html?cxapp_link=true,2026-02-11 07:01:37.168961,2dc26b9bfb0af13c3f3866daa1fe76c8
市场洞察,从近期美股科技企业发布的财报来看，晶圆代工、存储芯片等硬件领域的企业获利远超市场预期，对未来业绩展望积极,https://database.caixin.com/2026-02-06/102411994.html?cxapp_link=true,2026-02-11 07:01:37.168961,0888f109b34558461ea9ccb4ab8dac43
数据图解,2025年，韩中航线旅客运输量为1680万人次，同比增加22%；越南全年共接待中国游客528.2万人，取代泰国成为中国游客前往东盟国家的首选,https://database.caixin.com/2026-02-05/102411829.html?cxapp_link=true,2026-02-11 07:01:37.168961,606a83c308780532667c506bfe7fa013
市场动态,铜价继续下跌，伦敦金属交易所(LME)位于亚洲的库存大增而中国现货市场出现需求减弱的迹象,https://database.caixin.com/2026-02-05/102411797.html?cxapp_link=true,2026-02-11 07:01:37.168961,5f1531ffe846c16794aea56ddd929de9
市场动态,台积电计划在日本生产先进的3纳米芯片，进一步推进在日本生产半导体的路线图，也是日本首相高市早苗技术雄心的一项重大胜利,https://database.caixin.com/2026-02-05/102411794.html?cxapp_link=true,2026-02-11 07:01:37.168961,f7d1d26643b3943899c4a57c69d0b618
市场动态,随着金属、汇率等诸多市场出现极端波动走势，对冲基金和银行纷纷加大招聘力度，寻找能够利用市场波动加剧而获利的交易员,https://database.caixin.com/2026-02-05/102411792.html?cxapp_link=true,2026-02-11 07:01:37.168961,e57f4f6835f05f4bc05c8e4d77e93ea4
市场动态,因押中金价创纪录上涨而名声大噪的一位中国亿万富翁交易员，如今把目光投向了白银的急速飙升，并持有目前价值近3亿美元的空仓,https://database.caixin.com/2026-02-05/102411786.html?cxapp_link=true,2026-02-11 07:01:37.168961,258aeae4aec450f1e76a205948e1d880
华尔街原声,达利欧警示全球正处于“资本战争”的边缘。虽然尚未全面爆发，但主要国家间不断加剧的互不信任增加了发生资本战争的可能性,https://database.caixin.com/2026-02-05/102411774.html?cxapp_link=true,2026-02-11 07:01:37.168961,6bbbea30facf85fb3da4b2fa20bc3571
今日热点,贵金属板块继续大跌，2月5日，现货黄金直线跳水，发稿跌破4900美元/盎司，日内跌幅2.43%，现货白银跌13.90%，跌破80美元/盎司,https://database.caixin.com/2026-02-05/102411723.html?cxapp_link=true,2026-02-11 07:01:37.168961,0f27726faff3d222428290e8b6d3cb31
市场动态,黄仁勋在一场活动中表示，“这是世界上最不合逻辑的事情。有人认为工具正在衰落，将被人工智能取代。你是愿意直接用（现在的）螺丝刀还是发明一种新的螺丝刀呢？”,https://database.caixin.com/2026-02-05/102411711.html?cxapp_link=true,2026-02-11 07:01:37.168961,a640241c30ec0bb7b4f157c294c6b6de
市场动态,全球最大的智能手机芯片生产商高通公司对当前财季营收给出平淡的展望，令人担忧存储芯片短缺导致价格上涨可能抑制手机需求。高通股价在盘后交易中重挫,https://database.caixin.com/2026-02-05/102411688.html?cxapp_link=true,2026-02-11 07:01:37.168961,431538d561ee8a95ff9455c9cdd943b7
市场动态,Mirova驻巴黎高级股票投资经理Karen Kharmandarian表示：“整个软件板块显然正遭遇无差别的抛售。市场没有底部，下行势头过于强劲。这看起来有点像缴械投降。”,https://database.caixin.com/2026-02-05/102411673.html?cxapp_link=true,2026-02-11 07:01:37.168961,fe2ba3ac6ffd470b86f52e9d2b9f3602
市场动态,周二市场格局已显露无遗，软件股暴跌引发科技股全面抛售（科技股在成长型指数中占比最高），而RLV指数却创下历史收盘新高,https://database.caixin.com/2026-02-05/102411666.html?cxapp_link=true,2026-02-11 07:01:37.168961,f41d30113ea8bb4afeb1f53ea4c775d4
市场动态,这一全球最大的加密货币正延续其螺旋式下跌的趋势，从去年10月的高位已下跌约42%,https://database.caixin.com/2026-02-05/102411665.html?cxapp_link=true,2026-02-11 07:01:37.168961,e765e6cd1ffccbbfe6a73b32c8572f9c
基金观察,尽管收益率走低，公募现金资产占比仍提升。显著分化的行情下，主动偏股基金规模收缩、被动基金续增，科技板块和黄金热潮也反映在机构持仓上,https://database.caixin.com/2026-02-05/102411631.html?cxapp_link=true,2026-02-11 07:01:37.168961,71ba464207ebf19780cc34f8f5918bcb
华尔街原声,独立通讯机构Big Technology的创始人Alex Kantrowitz认为，资本市场对AI领域的投资逻辑正经历从“盲目乐观”到“现实回归”的调整,https://database.caixin.com/2026-02-04/102411490.html?cxapp_link=true,2026-02-11 07:01:37.168961,069287e375279edb5d2168314cd69b71
市场动态,中国公司高管从公众视野消失的一幕再度上演：高鑫零售称其联系不上公司首席执行官李卫平了。在中国以往的高管失联事件中，有一些的后文是政府调查,https://database.caixin.com/2026-02-04/102411472.html?cxapp_link=true,2026-02-11 07:01:37.168961,c5bd37fb8f47bbd10f2a6c7154faacc2
市场动态,中国主要的黄金交易所交易基金(ETF)录得合计近10亿美元的单日资金流出，为有纪录以来最高，因金价从历史高位突然回落冲击了投资者信心,https://database.caixin.com/2026-02-04/102411470.html?cxapp_link=true,2026-02-11 07:01:37.168961,0c45186ac4f56cb9a4c1209d05477720
市场动态,瑞银集团2025年第四季度利润高于预期，助力该行推出30亿美元股票回购计划，而且随着时间推移这项计划的规模可能会扩大,https://database.caixin.com/2026-02-04/102411468.html?cxapp_link=true,2026-02-11 07:01:37.168961,bc877b691e603e12a7c13faa9fba83a6
市场动态,因电影《大空头》而闻名的基金经理迈克尔·巴里警告说，比特币价格的暴跌可能会加剧成自我强化的“死亡螺旋”，对过去一年囤积比特币的公司造成持久损害,https://database.caixin.com/2026-02-04/102411466.html?cxapp_link=true,2026-02-11 07:01:37.168961,86a07ca3719fb4d1775686557bf9ea5e
商圈,卖掉公司退休后，彼得·斯坦伯格用OpenClaw重新定义软件开发,https://database.caixin.com/2026-02-04/102411449.html?cxapp_link=true,2026-02-11 07:01:37.168961,811f863edfe9eaa9ef6ae15baa02ff6a
今日热点,贵金属板块今日再度调整，但国际金价于2月4日重回5000美元/盎司关口。截至发稿，伦敦现货黄金报收5078.88美元/盎司，日内涨幅为2.67%,https://database.caixin.com/2026-02-04/102411319.html?cxapp_link=true,2026-02-11 07:01:37.168961,e187ade1d912a61543ae41ead94e2b07
市场动态,美国银行表示，金银价格从历史高位暴跌后，两种贵金属的市场仍将高度波动,https://database.caixin.com/2026-02-04/102411258.html?cxapp_link=true,2026-02-11 07:01:37.168961,d17b243a6eb3f84f65afd3b2d214c573
市场动态,比特币跌至特朗普一年多前重返白宫以来的最低水平,https://database.caixin.com/2026-02-04/102411254.html?cxapp_link=true,2026-02-11 07:01:37.168961,8d7004023f8e2315cfe2776c89238dd3
市场动态,超微电脑盘后交易时段上涨，该公司对当前财季的销售额预期暗示，市场对其用于运行AI数据中心的设备有强劲需求,https://database.caixin.com/2026-02-04/102411248.html?cxapp_link=true,2026-02-11 07:01:37.168961,3c9039079595886a74f47cb71ee64881
市场动态,Waymo在周一的公告中确认，其母公司Alphabet参与了此次融资，但未透露具体出资条款,https://database.caixin.com/2026-02-04/102411181.html?cxapp_link=true,2026-02-11 07:01:37.168961,dc275d7eaebd3f487d0cd1e01cb2476b
市场动态,2月3日，软件、金融服务和资产管理行业的股票市值总共蒸发了约2850亿美元,https://database.caixin.com/2026-02-04/102411180.html?cxapp_link=true,2026-02-11 07:01:37.168961,1f4bbb26ae140bf19c9f244ef66ad5ec
市场动态,“增长的斜率和速度可能会比人们想象的要慢，但是真实存在的，”Effron在佛罗里达州西棕榈滩举行的《华尔街日报》Invest Live大会上表示,https://database.caixin.com/2026-02-04/102411179.html?cxapp_link=true,2026-02-11 07:01:37.168961,1548f6f13dbbd0e53329e6f212a9c777
华尔街原声,摩根大通资产管理投资组合经理Phil Camporeale认为，若劳动力市场和经济持续企稳，美联储2026年甚至可能维持利率不变,https://database.caixin.com/2026-02-03/102411018.html?cxapp_link=true,2026-02-11 07:01:37.168961,34dfd2be79323a7268c243e80ba848af
光伏观察,光伏级硅料价格和单晶硅电池价格、单晶硅组件价格均趋于平稳，12月德国、法国、英国、菲律宾、西班牙的光伏资产交易较为活跃,https://database.caixin.com/2026-02-03/102410940.html?cxapp_link=true,2026-02-11 07:01:37.168961,0e06030da6e14d316ed9d2a455c44bf5
市场动态,三星电子在韩国交易所盘中一度上涨约11%，创下2009年以来的最大日内涨幅。SK海力士涨幅超过9%。两只股票均收复前一交易日的失地,https://database.caixin.com/2026-02-03/102410937.html?cxapp_link=true,2026-02-11 07:01:37.168961,03202da64f44e458e4a4edde242024d2
市场动态,香港科技股周二盘中重挫，其中腾讯最大跌逾6%，恒生科技指数一度迈向技术性熊市,https://database.caixin.com/2026-02-03/102410930.html?cxapp_link=true,2026-02-11 07:01:37.168961,8a4d011229d35680980b29e342a1a0b8
市场动态,此前，围绕AI技术的乐观情绪推动信用利差降至数十年来的最低水平,https://database.caixin.com/2026-02-03/102410927.html?cxapp_link=true,2026-02-11 07:01:37.168961,cde69c1e08a1074775dd138ed4aaabca
今日热点,股指早盘冲高回落，后又再度拉升。商业航天概念几日沉寂后再次爆发，光伏、化工行业表现较为强势，贵金属板块受金价巨震影响，继续显著下跌,https://database.caixin.com/2026-02-03/102410850.html?cxapp_link=true,2026-02-11 07:01:37.168961,45112ebc6d6948ea2afed6c01d4f076f
市场动态,黄金现货周二亚洲早盘反弹，在创纪录涨势突然逆转导致金价两天内重挫13%之后收复了部分失地,https://database.caixin.com/2026-02-03/102410828.html?cxapp_link=true,2026-02-11 07:01:37.168961,86517444eee09fb82d9997474e35a563
市场动态,日本财务大臣片山皋月表示，首相高市早苗周末的讲话并没有过分强调日元疲软的好处。这表明她试图维持市场对政府干预风险的猜测,https://database.caixin.com/2026-02-03/102410826.html?cxapp_link=true,2026-02-11 07:01:37.168961,b96ad89fbeb0198efbb33502110d95a5
市场动态,新一轮融资反映其迅速崛起为无人驾驶出租车服务领域的先行者,https://database.caixin.com/2026-02-03/102410824.html?cxapp_link=true,2026-02-11 07:01:37.168961,1ecca1ea9deb868e7092197da0a13cc2
市场动态,这势将成为自去年底Meta Platforms融资300亿美元以来，美国规模最大的高评级债券发行,https://database.caixin.com/2026-02-03/102410822.html?cxapp_link=true,2026-02-11 07:01:37.168961,e4ca45ff782497a4e7a898426c005d32
权益周观察,机构认为，沃什提名美联储主席对于包括A股在内的全球资产的影响，短期或更偏叙事化和情绪化，中长期的实质性影响可能没有预期那么大。因为无论是当前美国通胀和就业反映的基本面现状、美国货币市场的流动性水平、还是中期选举压力下特朗普迫切压降利率的诉求，均表明沃什推行其政策主张具有重重阻碍,https://database.caixin.com/2026-02-03/102410814.html?cxapp_link=true,2026-02-11 07:01:37.168961,fb35add8a353a78fd4c1e3d6639883ab
市场动态,这笔交易将全球规模排名靠前的两大非上市公司合并起来。1月，xAI以2300亿美元估值完成融资；彭博曾报道称，12月，SpaceX以约8000亿美元估值推进股份出售,https://database.caixin.com/2026-02-03/102410787.html?cxapp_link=true,2026-02-11 07:01:37.168961,9d3df9a48e7f3d160f89b0200b1e2005
市场动态,美国总统唐纳德·特朗普敦促众议院的极端保守派接受他与民主党达成的协议，以结束政府停摆,https://database.caixin.com/2026-02-03/102410784.html?cxapp_link=true,2026-02-11 07:01:37.168961,f68e9b97f851e71b5d1520e1411c7098
市场动态,巴克莱股票战术策略全球主管Alexander Altmann汇编的数据显示，自1930年以来，在新任美联储主席上任后的1个月、3个月和6个月期间，标普500指数的平均回撤幅度分别为5%、12%和16%,https://database.caixin.com/2026-02-03/102410783.html?cxapp_link=true,2026-02-11 07:01:37.168961,a70bb32d29758673800ee15b33c60425
数据图解,智利车厘子大批出口时间提前，供应量充足拉低价格；优质草莓种质培育出的黑草莓和白草莓在营养成分上与一般草莓并无二致,https://database.caixin.com/2026-02-02/102410618.html?cxapp_link=true,2026-02-11 07:01:37.168961,dc4edfa0e83aaad36205a89a2fdad32e
市场动态,伦敦金属交易所(LME)期铜价格一度下跌4.2%至每吨12600美元，铝、锡、镍和白银价格也大幅下挫,https://database.caixin.com/2026-02-02/102410592.html?cxapp_link=true,2026-02-11 07:01:37.168961,cb620d5f788f6e52ee46c892c48b92be
市场动态,自2024年8月将利率从5.25%下调以来，货币政策委员会目前正谨慎行事,https://database.caixin.com/2026-02-02/102410590.html?cxapp_link=true,2026-02-11 07:01:37.168961,8d7b625261af696cf2fa1d76ff25a90e
市场动态,现货金价周一一度跌10%，较不久前触及的历史高点已下跌近五分之一,https://database.caixin.com/2026-02-02/102410585.html?cxapp_link=true,2026-02-11 07:01:37.168961,ed7466aa04e58ad2074f7ef4ae321adf
华尔街原声,2月6日，美国劳工部将公布1月非农就业报告，当前市场对劳动力市场的韧性心存疑虑，这份数据的表现将成为关键参考,https://database.caixin.com/2026-02-02/102410569.html?cxapp_link=true,2026-02-11 07:01:37.168961,b49a29f2839875e9cab9c884e56c2507
量化观察,1月，高质量因子策略跑赢沪深300指数0.98%,https://database.caixin.com/2026-02-02/102410531.html?cxapp_link=true,2026-02-11 07:01:37.168961,591e932e0f24df57ec3e1ed5a5b7ab1c
今日热点,皇台酒业3连板，水井坊、金徽酒、酒鬼酒、舍得酒业、金种子酒等跟涨,https://database.caixin.com/2026-02-02/102410485.html?cxapp_link=true,2026-02-11 07:01:37.168961,d90261bb913c1a041215ec02104fc918
动力电池追踪,当前市场处于“强政策预期”与“弱现实数据”的博弈阶段,https://database.caixin.com/2026-02-02/102410457.html?cxapp_link=true,2026-02-11 07:01:37.168961,455a664387559de809ff2b0adcf8289a
